"Counting","CITP Australian Citizenship","CED (UR)","AGEP Age","Count",
"Persons, Place of Usual Residence","Australian","Mayo","28",941
"Persons, Place of Usual Residence","Australian","Mayo","29",989
"Persons, Place of Usual Residence","Australian","Mayo","30",1008
"Persons, Place of Usual Residence","Australian","Port Adelaide","15",1608
"Persons, Place of Usual Residence","Australian","Port Adelaide","16",1714
"Persons, Place of Usual Residence","Australian","Port Adelaide","17",1776
"Persons, Place of Usual Residence","Australian","Port Adelaide","18",1810
"Persons, Place of Usual Residence","Australian","Port Adelaide","19",1841
"Persons, Place of Usual Residence","Australian","Port Adelaide","20",1811
"Persons, Place of Usual Residence","Australian","Port Adelaide","21",1889
"Persons, Place of Usual Residence","Australian","Port Adelaide","22",1907
"Persons, Place of Usual Residence","Australian","Port Adelaide","23",1844
"Persons, Place of Usual Residence","Australian","Port Adelaide","24",1836
"Persons, Place of Usual Residence","Australian","Port Adelaide","25",1774
"Persons, Place of Usual Residence","Australian","Port Adelaide","26",1875
"Persons, Place of Usual Residence","Australian","Port Adelaide","27",1868
"Persons, Place of Usual Residence","Australian","Port Adelaide","28",1867
"Persons, Place of Usual Residence","Australian","Port Adelaide","29",1850
"Persons, Place of Usual Residence","Australian","Port Adelaide","30",1960
"Persons, Place of Usual Residence","Australian","Sturt","15",1528
"Persons, Place of Usual Residence","Australian","Sturt","16",1538
"Persons, Place of Usual Residence","Australian","Sturt","17",1613
"Persons, Place of Usual Residence","Australian","Sturt","18",1528
"Persons, Place of Usual Residence","Australian","Sturt","19",1485
"Persons, Place of Usual Residence","Australian","Sturt","20",1512
"Persons, Place of Usual Residence","Australian","Sturt","21",1487
"Persons, Place of Usual Residence","Australian","Sturt","22",1374
"Persons, Place of Usual Residence","Australian","Sturt","23",1386
"Persons, Place of Usual Residence","Australian","Sturt","24",1353
"Persons, Place of Usual Residence","Australian","Sturt","25",1337
"Persons, Place of Usual Residence","Australian","Sturt","26",1304
"Persons, Place of Usual Residence","Australian","Sturt","27",1267
"Persons, Place of Usual Residence","Australian","Sturt","28",1228
"Persons, Place of Usual Residence","Australian","Sturt","29",1309
"Persons, Place of Usual Residence","Australian","Sturt","30",1289
"Persons, Place of Usual Residence","Australian","Wakefield","15",1970
"Persons, Place of Usual Residence","Australian","Wakefield","16",1970
"Persons, Place of Usual Residence","Australian","Wakefield","17",1982
"Persons, Place of Usual Residence","Australian","Wakefield","18",1984
"Persons, Place of Usual Residence","Australian","Wakefield","19",1938
"Persons, Place of Usual Residence","Australian","Wakefield","20",2096
"Persons, Place of Usual Residence","Australian","Wakefield","21",2072
"Persons, Place of Usual Residence","Australian","Wakefield","22",1982
"Persons, Place of Usual Residence","Australian","Wakefield","23",2020
"Persons, Place of Usual Residence","Australian","Wakefield","24",1973
"Persons, Place of Usual Residence","Australian","Wakefield","25",1982
"Persons, Place of Usual Residence","Australian","Wakefield","26",1930
"Persons, Place of Usual Residence","Australian","Wakefield","27",1911
"Persons, Place of Usual Residence","Australian","Wakefield","28",1943
"Persons, Place of Usual Residence","Australian","Wakefield","29",2028
"Persons, Place of Usual Residence","Australian","Wakefield","30",2033
"Persons, Place of Usual Residence","Australian","No usual address (SA)","15",13
"Persons, Place of Usual Residence","Australian","No usual address (SA)","16",18
"Persons, Place of Usual Residence","Australian","No usual address (SA)","17",25
"Persons, Place of Usual Residence","Australian","No usual address (SA)","18",22
"Persons, Place of Usual Residence","Australian","No usual address (SA)","19",26
"Persons, Place of Usual Residence","Australian","No usual address (SA)","20",23
"Persons, Place of Usual Residence","Australian","No usual address (SA)","21",26
"Persons, Place of Usual Residence","Australian","No usual address (SA)","22",33
"Persons, Place of Usual Residence","Australian","No usual address (SA)","23",28
"Persons, Place of Usual Residence","Australian","No usual address (SA)","24",37
"Persons, Place of Usual Residence","Australian","No usual address (SA)","25",35
"Persons, Place of Usual Residence","Australian","No usual address (SA)","26",43
"Persons, Place of Usual Residence","Australian","No usual address (SA)","27",28
"Persons, Place of Usual Residence","Australian","No usual address (SA)","28",30
"Persons, Place of Usual Residence","Australian","No usual address (SA)","29",34
"Persons, Place of Usual Residence","Australian","No usual address (SA)","30",35
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (SA)","15",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (SA)","16",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (SA)","17",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (SA)","18",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (SA)","19",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (SA)","20",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (SA)","21",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (SA)","22",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (SA)","23",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (SA)","24",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (SA)","25",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (SA)","26",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (SA)","27",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (SA)","28",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (SA)","29",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (SA)","30",0
"Persons, Place of Usual Residence","Australian","Brand","15",1697
"Persons, Place of Usual Residence","Australian","Brand","16",1727
"Persons, Place of Usual Residence","Australian","Brand","17",1749
"Persons, Place of Usual Residence","Australian","Brand","18",1686
"Persons, Place of Usual Residence","Australian","Brand","19",1649
"Persons, Place of Usual Residence","Australian","Brand","20",1760
"Persons, Place of Usual Residence","Australian","Brand","21",1776
"Persons, Place of Usual Residence","Australian","Brand","22",1779
"Persons, Place of Usual Residence","Australian","Brand","23",1718
"Persons, Place of Usual Residence","Australian","Brand","24",1783
"Persons, Place of Usual Residence","Australian","Brand","25",1780
"Persons, Place of Usual Residence","Australian","Brand","26",1888
"Persons, Place of Usual Residence","Australian","Brand","27",1785
"Persons, Place of Usual Residence","Australian","Brand","28",1794
"Persons, Place of Usual Residence","Australian","Brand","29",1807
"Persons, Place of Usual Residence","Australian","Brand","30",1856
"Persons, Place of Usual Residence","Australian","Burt","15",1723
"Persons, Place of Usual Residence","Australian","Burt","16",1757
"Persons, Place of Usual Residence","Australian","Burt","17",1834
"Persons, Place of Usual Residence","Australian","Burt","18",1866
"Persons, Place of Usual Residence","Australian","Burt","19",1735
"Persons, Place of Usual Residence","Australian","Burt","20",1809
"Persons, Place of Usual Residence","Australian","Burt","21",1803
"Persons, Place of Usual Residence","Australian","Burt","22",1734
"Persons, Place of Usual Residence","Australian","Burt","23",1724
"Persons, Place of Usual Residence","Australian","Burt","24",1574
"Persons, Place of Usual Residence","Australian","Burt","25",1732
"Persons, Place of Usual Residence","Australian","Burt","26",1676
"Persons, Place of Usual Residence","Australian","Burt","27",1753
"Persons, Place of Usual Residence","Australian","Burt","28",1688
"Persons, Place of Usual Residence","Australian","Burt","29",1810
"Persons, Place of Usual Residence","Australian","Burt","30",1952
"Persons, Place of Usual Residence","Australian","Canning","15",1526
"Persons, Place of Usual Residence","Australian","Canning","16",1610
"Persons, Place of Usual Residence","Australian","Canning","17",1561
"Persons, Place of Usual Residence","Australian","Canning","18",1572
"Persons, Place of Usual Residence","Australian","Canning","19",1440
"Persons, Place of Usual Residence","Australian","Canning","20",1441
"Persons, Place of Usual Residence","Australian","Canning","21",1360
"Persons, Place of Usual Residence","Australian","Canning","22",1354
"Persons, Place of Usual Residence","Australian","Canning","23",1350
"Persons, Place of Usual Residence","Australian","Canning","24",1322
"Persons, Place of Usual Residence","Australian","Canning","25",1258
"Persons, Place of Usual Residence","Australian","Canning","26",1336
"Persons, Place of Usual Residence","Australian","Canning","27",1282
"Persons, Place of Usual Residence","Australian","Canning","28",1322
"Persons, Place of Usual Residence","Australian","Canning","29",1286
"Persons, Place of Usual Residence","Australian","Canning","30",1426
"Persons, Place of Usual Residence","Australian","Cowan","15",1679
"Persons, Place of Usual Residence","Australian","Cowan","16",1775
"Persons, Place of Usual Residence","Australian","Cowan","17",1795
"Persons, Place of Usual Residence","Australian","Cowan","18",1801
"Persons, Place of Usual Residence","Australian","Cowan","19",1749
"Persons, Place of Usual Residence","Australian","Cowan","20",1656
"Persons, Place of Usual Residence","Australian","Cowan","21",1668
"Persons, Place of Usual Residence","Australian","Cowan","22",1521
"Persons, Place of Usual Residence","Australian","Cowan","23",1440
"Persons, Place of Usual Residence","Australian","Cowan","24",1464
"Persons, Place of Usual Residence","Australian","Cowan","25",1443
"Persons, Place of Usual Residence","Australian","Cowan","26",1422
"Persons, Place of Usual Residence","Australian","Cowan","27",1383
"Persons, Place of Usual Residence","Australian","Cowan","28",1485
"Persons, Place of Usual Residence","Australian","Cowan","29",1604
"Persons, Place of Usual Residence","Australian","Cowan","30",1603
"Persons, Place of Usual Residence","Australian","Curtin","15",1575
"Persons, Place of Usual Residence","Australian","Curtin","16",1540
"Persons, Place of Usual Residence","Australian","Curtin","17",1610
"Persons, Place of Usual Residence","Australian","Curtin","18",1467
"Persons, Place of Usual Residence","Australian","Curtin","19",1571
"Persons, Place of Usual Residence","Australian","Curtin","20",1536
"Persons, Place of Usual Residence","Australian","Curtin","21",1466
"Persons, Place of Usual Residence","Australian","Curtin","22",1388
"Persons, Place of Usual Residence","Australian","Curtin","23",1435
"Persons, Place of Usual Residence","Australian","Curtin","24",1402
"Persons, Place of Usual Residence","Australian","Curtin","25",1415
"Persons, Place of Usual Residence","Australian","Curtin","26",1474
"Persons, Place of Usual Residence","Australian","Curtin","27",1387
"Persons, Place of Usual Residence","Australian","Curtin","28",1256
"Persons, Place of Usual Residence","Australian","Curtin","29",1337
"Persons, Place of Usual Residence","Australian","Curtin","30",1301
"Persons, Place of Usual Residence","Australian","Durack","15",1749
"Persons, Place of Usual Residence","Australian","Durack","16",1744
"Persons, Place of Usual Residence","Australian","Durack","17",1635
"Persons, Place of Usual Residence","Australian","Durack","18",1464
"Persons, Place of Usual Residence","Australian","Durack","19",1375
"Persons, Place of Usual Residence","Australian","Durack","20",1431
"Persons, Place of Usual Residence","Australian","Durack","21",1471
"Persons, Place of Usual Residence","Australian","Durack","22",1464
"Persons, Place of Usual Residence","Australian","Durack","23",1669
"Persons, Place of Usual Residence","Australian","Durack","24",1820
"Persons, Place of Usual Residence","Australian","Durack","25",1889
"Persons, Place of Usual Residence","Australian","Durack","26",2054
"Persons, Place of Usual Residence","Australian","Durack","27",2132
"Persons, Place of Usual Residence","Australian","Durack","28",2174
"Persons, Place of Usual Residence","Australian","Durack","29",2199
"Persons, Place of Usual Residence","Australian","Durack","30",2417
"Persons, Place of Usual Residence","Australian","Forrest","15",1817
"Persons, Place of Usual Residence","Australian","Forrest","16",1792
"Persons, Place of Usual Residence","Australian","Forrest","17",1844
"Persons, Place of Usual Residence","Australian","Forrest","18",1424
"Persons, Place of Usual Residence","Australian","Forrest","19",1228
"Persons, Place of Usual Residence","Australian","Forrest","20",1123
"Persons, Place of Usual Residence","Australian","Forrest","21",1124
"Persons, Place of Usual Residence","Australian","Forrest","22",1115
"Persons, Place of Usual Residence","Australian","Forrest","23",1107
"Persons, Place of Usual Residence","Australian","Forrest","24",1163
"Persons, Place of Usual Residence","Australian","Forrest","25",1188
"Persons, Place of Usual Residence","Australian","Forrest","26",1155
"Persons, Place of Usual Residence","Australian","Forrest","27",1214
"Persons, Place of Usual Residence","Australian","Forrest","28",1172
"Persons, Place of Usual Residence","Australian","Forrest","29",1229
"Persons, Place of Usual Residence","Australian","Forrest","30",1394
"Persons, Place of Usual Residence","Australian","Fremantle","15",1440
"Persons, Place of Usual Residence","Australian","Fremantle","16",1418
"Persons, Place of Usual Residence","Australian","Fremantle","17",1474
"Persons, Place of Usual Residence","Australian","Fremantle","18",1456
"Persons, Place of Usual Residence","Australian","Fremantle","19",1507
"Persons, Place of Usual Residence","Australian","Fremantle","20",1435
"Persons, Place of Usual Residence","Australian","Fremantle","21",1499
"Persons, Place of Usual Residence","Australian","Fremantle","22",1426
"Persons, Place of Usual Residence","Australian","Fremantle","23",1484
"Persons, Place of Usual Residence","Australian","Fremantle","24",1408
"Persons, Place of Usual Residence","Australian","Fremantle","25",1440
"Persons, Place of Usual Residence","Australian","Fremantle","26",1536
"Persons, Place of Usual Residence","Australian","Fremantle","27",1549
"Persons, Place of Usual Residence","Australian","Fremantle","28",1570
"Persons, Place of Usual Residence","Australian","Fremantle","29",1610
"Persons, Place of Usual Residence","Australian","Fremantle","30",1698
"Persons, Place of Usual Residence","Australian","Hasluck","15",1674
"Persons, Place of Usual Residence","Australian","Hasluck","16",1715
"Persons, Place of Usual Residence","Australian","Hasluck","17",1669
"Persons, Place of Usual Residence","Australian","Hasluck","18",1548
"Persons, Place of Usual Residence","Australian","Hasluck","19",1478
"Persons, Place of Usual Residence","Australian","Hasluck","20",1517
"Persons, Place of Usual Residence","Australian","Hasluck","21",1474
"Persons, Place of Usual Residence","Australian","Hasluck","22",1372
"Persons, Place of Usual Residence","Australian","Hasluck","23",1365
"Persons, Place of Usual Residence","Australian","Hasluck","24",1272
"Persons, Place of Usual Residence","Australian","Hasluck","25",1216
"Persons, Place of Usual Residence","Australian","Hasluck","26",1322
"Persons, Place of Usual Residence","Australian","Hasluck","27",1276
"Persons, Place of Usual Residence","Australian","Hasluck","28",1297
"Persons, Place of Usual Residence","Australian","Hasluck","29",1338
"Persons, Place of Usual Residence","Australian","Hasluck","30",1424
"Persons, Place of Usual Residence","Australian","Moore","15",1664
"Persons, Place of Usual Residence","Australian","Moore","16",1699
"Persons, Place of Usual Residence","Australian","Moore","17",1874
"Persons, Place of Usual Residence","Australian","Moore","18",1714
"Persons, Place of Usual Residence","Australian","Moore","19",1842
"Persons, Place of Usual Residence","Australian","Moore","20",1727
"Persons, Place of Usual Residence","Australian","Moore","21",1683
"Persons, Place of Usual Residence","Australian","Moore","22",1545
"Persons, Place of Usual Residence","Australian","Moore","23",1454
"Persons, Place of Usual Residence","Australian","Moore","24",1332
"Persons, Place of Usual Residence","Australian","Moore","25",1242
"Persons, Place of Usual Residence","Australian","Moore","26",1117
"Persons, Place of Usual Residence","Australian","Moore","27",1124
"Persons, Place of Usual Residence","Australian","Moore","28",1030
"Persons, Place of Usual Residence","Australian","Moore","29",1178
"Persons, Place of Usual Residence","Australian","Moore","30",1102
"Persons, Place of Usual Residence","Australian","O'Connor","15",1736
"Persons, Place of Usual Residence","Australian","O'Connor","16",1725
"Persons, Place of Usual Residence","Australian","O'Connor","17",1776
"Persons, Place of Usual Residence","Australian","O'Connor","18",1524
"Persons, Place of Usual Residence","Australian","O'Connor","19",1211
"Persons, Place of Usual Residence","Australian","O'Connor","20",1212
"Persons, Place of Usual Residence","Australian","O'Connor","21",1228
"Persons, Place of Usual Residence","Australian","O'Connor","22",1279
"Persons, Place of Usual Residence","Australian","O'Connor","23",1294
"Persons, Place of Usual Residence","Australian","O'Connor","24",1301
"Persons, Place of Usual Residence","Australian","O'Connor","25",1366
"Persons, Place of Usual Residence","Australian","O'Connor","26",1434
"Persons, Place of Usual Residence","Australian","O'Connor","27",1317
"Persons, Place of Usual Residence","Australian","O'Connor","28",1390
"Persons, Place of Usual Residence","Australian","O'Connor","29",1484
"Persons, Place of Usual Residence","Australian","O'Connor","30",1417
"Persons, Place of Usual Residence","Australian","Pearce","15",2074
"Persons, Place of Usual Residence","Australian","Pearce","16",2003
"Persons, Place of Usual Residence","Australian","Pearce","17",2084
"Persons, Place of Usual Residence","Australian","Pearce","18",1931
"Persons, Place of Usual Residence","Australian","Pearce","19",1848
"Persons, Place of Usual Residence","Australian","Pearce","20",1750
"Persons, Place of Usual Residence","Australian","Pearce","21",1812
"Persons, Place of Usual Residence","Australian","Pearce","22",1774
"Persons, Place of Usual Residence","Australian","Pearce","23",1831
"Persons, Place of Usual Residence","Australian","Pearce","24",1870
"Persons, Place of Usual Residence","Australian","Pearce","25",1922
"Persons, Place of Usual Residence","Australian","Pearce","26",1962
"Persons, Place of Usual Residence","Australian","Pearce","27",1897
"Persons, Place of Usual Residence","Australian","Pearce","28",1918
"Persons, Place of Usual Residence","Australian","Pearce","29",1983
"Persons, Place of Usual Residence","Australian","Pearce","30",2021
"Persons, Place of Usual Residence","Australian","Perth","15",1067
"Persons, Place of Usual Residence","Australian","Perth","16",1043
"Persons, Place of Usual Residence","Australian","Perth","17",1062
"Persons, Place of Usual Residence","Australian","Perth","18",1068
"Persons, Place of Usual Residence","Australian","Perth","19",1266
"Persons, Place of Usual Residence","Australian","Perth","20",1321
"Persons, Place of Usual Residence","Australian","Perth","21",1328
"Persons, Place of Usual Residence","Australian","Perth","22",1402
"Persons, Place of Usual Residence","Australian","Perth","23",1464
"Persons, Place of Usual Residence","Australian","Perth","24",1644
"Persons, Place of Usual Residence","Australian","Perth","25",1722
"Persons, Place of Usual Residence","Australian","Perth","26",1786
"Persons, Place of Usual Residence","Australian","Perth","27",1807
"Persons, Place of Usual Residence","Australian","Perth","28",1930
"Persons, Place of Usual Residence","Australian","Perth","29",1903
"Persons, Place of Usual Residence","Australian","Perth","30",1936
"Persons, Place of Usual Residence","Australian","Stirling","15",1226
"Persons, Place of Usual Residence","Australian","Stirling","16",1265
"Persons, Place of Usual Residence","Australian","Stirling","17",1209
"Persons, Place of Usual Residence","Australian","Stirling","18",1199
"Persons, Place of Usual Residence","Australian","Stirling","19",1275
"Persons, Place of Usual Residence","Australian","Stirling","20",1216
"Persons, Place of Usual Residence","Australian","Stirling","21",1340
"Persons, Place of Usual Residence","Australian","Stirling","22",1301
"Persons, Place of Usual Residence","Australian","Stirling","23",1298
"Persons, Place of Usual Residence","Australian","Stirling","24",1313
"Persons, Place of Usual Residence","Australian","Stirling","25",1429
"Persons, Place of Usual Residence","Australian","Stirling","26",1447
"Persons, Place of Usual Residence","Australian","Stirling","27",1604
"Persons, Place of Usual Residence","Australian","Stirling","28",1618
"Persons, Place of Usual Residence","Australian","Stirling","29",1629
"Persons, Place of Usual Residence","Australian","Stirling","30",1724
"Persons, Place of Usual Residence","Australian","Swan","15",1143
"Persons, Place of Usual Residence","Australian","Swan","16",1202
"Persons, Place of Usual Residence","Australian","Swan","17",1184
"Persons, Place of Usual Residence","Australian","Swan","18",1357
"Persons, Place of Usual Residence","Australian","Swan","19",1608
"Persons, Place of Usual Residence","Australian","Swan","20",1788
"Persons, Place of Usual Residence","Australian","Swan","21",1775
"Persons, Place of Usual Residence","Australian","Swan","22",1814
"Persons, Place of Usual Residence","Australian","Swan","23",1721
"Persons, Place of Usual Residence","Australian","Swan","24",1646
"Persons, Place of Usual Residence","Australian","Swan","25",1770
"Persons, Place of Usual Residence","Australian","Swan","26",1708
"Persons, Place of Usual Residence","Australian","Swan","27",1846
"Persons, Place of Usual Residence","Australian","Swan","28",1786
"Persons, Place of Usual Residence","Australian","Swan","29",1739
"Persons, Place of Usual Residence","Australian","Swan","30",1785
"Persons, Place of Usual Residence","Australian","Tangney","15",1666
"Persons, Place of Usual Residence","Australian","Tangney","16",1551
"Persons, Place of Usual Residence","Australian","Tangney","17",1620
"Persons, Place of Usual Residence","Australian","Tangney","18",1633
"Persons, Place of Usual Residence","Australian","Tangney","19",1642
"Persons, Place of Usual Residence","Australian","Tangney","20",1606
"Persons, Place of Usual Residence","Australian","Tangney","21",1555
"Persons, Place of Usual Residence","Australian","Tangney","22",1507
"Persons, Place of Usual Residence","Australian","Tangney","23",1371
"Persons, Place of Usual Residence","Australian","Tangney","24",1235
"Persons, Place of Usual Residence","Australian","Tangney","25",1125
"Persons, Place of Usual Residence","Australian","Tangney","26",1048
"Persons, Place of Usual Residence","Australian","Tangney","27",1117
"Persons, Place of Usual Residence","Australian","Tangney","28",966
"Persons, Place of Usual Residence","Australian","Tangney","29",946
"Persons, Place of Usual Residence","Australian","Tangney","30",953
"Persons, Place of Usual Residence","Australian","No usual address (WA)","15",9
"Persons, Place of Usual Residence","Australian","No usual address (WA)","16",7
"Persons, Place of Usual Residence","Australian","No usual address (WA)","17",15
"Persons, Place of Usual Residence","Australian","No usual address (WA)","18",18
"Persons, Place of Usual Residence","Australian","No usual address (WA)","19",30
"Persons, Place of Usual Residence","Australian","No usual address (WA)","20",38
"Persons, Place of Usual Residence","Australian","No usual address (WA)","21",37
"Persons, Place of Usual Residence","Australian","No usual address (WA)","22",54
"Persons, Place of Usual Residence","Australian","No usual address (WA)","23",58
"Persons, Place of Usual Residence","Australian","No usual address (WA)","24",62
"Persons, Place of Usual Residence","Australian","No usual address (WA)","25",50
"Persons, Place of Usual Residence","Australian","No usual address (WA)","26",51
"Persons, Place of Usual Residence","Australian","No usual address (WA)","27",65
"Persons, Place of Usual Residence","Australian","No usual address (WA)","28",63
"Persons, Place of Usual Residence","Australian","No usual address (WA)","29",67
"Persons, Place of Usual Residence","Australian","No usual address (WA)","30",66
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (WA)","15",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (WA)","16",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (WA)","17",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (WA)","18",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (WA)","19",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (WA)","20",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (WA)","21",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (WA)","22",5
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (WA)","23",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (WA)","24",4
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (WA)","25",4
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (WA)","26",5
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (WA)","27",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (WA)","28",4
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (WA)","29",13
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (WA)","30",8
"Persons, Place of Usual Residence","Australian","Bass","15",1093
"Persons, Place of Usual Residence","Australian","Bass","16",1189
"Persons, Place of Usual Residence","Australian","Bass","17",1254
"Persons, Place of Usual Residence","Australian","Bass","18",1157
"Persons, Place of Usual Residence","Australian","Bass","19",1218
"Persons, Place of Usual Residence","Australian","Bass","20",1183
"Persons, Place of Usual Residence","Australian","Bass","21",1291
"Persons, Place of Usual Residence","Australian","Bass","22",1213
"Persons, Place of Usual Residence","Australian","Bass","23",1143
"Persons, Place of Usual Residence","Australian","Bass","24",1056
"Persons, Place of Usual Residence","Australian","Bass","25",1006
"Persons, Place of Usual Residence","Australian","Bass","26",983
"Persons, Place of Usual Residence","Australian","Bass","27",958
"Persons, Place of Usual Residence","Australian","Bass","28",1027
"Persons, Place of Usual Residence","Australian","Bass","29",926
"Persons, Place of Usual Residence","Australian","Bass","30",985
"Persons, Place of Usual Residence","Australian","Braddon","15",1112
"Persons, Place of Usual Residence","Australian","Braddon","16",1186
"Persons, Place of Usual Residence","Australian","Braddon","17",1244
"Persons, Place of Usual Residence","Australian","Braddon","18",1082
"Persons, Place of Usual Residence","Australian","Braddon","19",993
"Persons, Place of Usual Residence","Australian","Braddon","20",948
"Persons, Place of Usual Residence","Australian","Braddon","21",952
"Persons, Place of Usual Residence","Australian","Braddon","22",966
"Persons, Place of Usual Residence","Australian","Braddon","23",935
"Persons, Place of Usual Residence","Australian","Braddon","24",965
"Persons, Place of Usual Residence","Australian","Braddon","25",934
"Persons, Place of Usual Residence","Australian","Braddon","26",861
"Persons, Place of Usual Residence","Australian","Braddon","27",873
"Persons, Place of Usual Residence","Australian","Braddon","28",904
"Persons, Place of Usual Residence","Australian","Braddon","29",868
"Persons, Place of Usual Residence","Australian","Braddon","30",907
"Persons, Place of Usual Residence","Australian","Denison","15",1035
"Persons, Place of Usual Residence","Australian","Denison","16",1042
"Persons, Place of Usual Residence","Australian","Denison","17",1087
"Persons, Place of Usual Residence","Australian","Denison","18",1081
"Persons, Place of Usual Residence","Australian","Denison","19",1188
"Persons, Place of Usual Residence","Australian","Denison","20",1188
"Persons, Place of Usual Residence","Australian","Denison","21",1244
"Persons, Place of Usual Residence","Australian","Denison","22",1176
"Persons, Place of Usual Residence","Australian","Denison","23",1203
"Persons, Place of Usual Residence","Australian","Denison","24",1113
"Persons, Place of Usual Residence","Australian","Denison","25",1167
"Persons, Place of Usual Residence","Australian","Denison","26",1151
"Persons, Place of Usual Residence","Australian","Denison","27",1144
"Persons, Place of Usual Residence","Australian","Denison","28",1069
"Persons, Place of Usual Residence","Australian","Denison","29",1059
"Persons, Place of Usual Residence","Australian","Denison","30",1053
"Persons, Place of Usual Residence","Australian","Franklin","15",1228
"Persons, Place of Usual Residence","Australian","Franklin","16",1174
"Persons, Place of Usual Residence","Australian","Franklin","17",1214
"Persons, Place of Usual Residence","Australian","Franklin","18",1145
"Persons, Place of Usual Residence","Australian","Franklin","19",968
"Persons, Place of Usual Residence","Australian","Franklin","20",992
"Persons, Place of Usual Residence","Australian","Franklin","21",943
"Persons, Place of Usual Residence","Australian","Franklin","22",913
"Persons, Place of Usual Residence","Australian","Franklin","23",855
"Persons, Place of Usual Residence","Australian","Franklin","24",894
"Persons, Place of Usual Residence","Australian","Franklin","25",939
"Persons, Place of Usual Residence","Australian","Franklin","26",873
"Persons, Place of Usual Residence","Australian","Franklin","27",944
"Persons, Place of Usual Residence","Australian","Franklin","28",914
"Persons, Place of Usual Residence","Australian","Franklin","29",997
"Persons, Place of Usual Residence","Australian","Franklin","30",1043
"Persons, Place of Usual Residence","Australian","Lyons","15",1239
"Persons, Place of Usual Residence","Australian","Lyons","16",1213
"Persons, Place of Usual Residence","Australian","Lyons","17",1130
"Persons, Place of Usual Residence","Australian","Lyons","18",1043
"Persons, Place of Usual Residence","Australian","Lyons","19",1000
"Persons, Place of Usual Residence","Australian","Lyons","20",904
"Persons, Place of Usual Residence","Australian","Lyons","21",876
"Persons, Place of Usual Residence","Australian","Lyons","22",882
"Persons, Place of Usual Residence","Australian","Lyons","23",856
"Persons, Place of Usual Residence","Australian","Lyons","24",857
"Persons, Place of Usual Residence","Australian","Lyons","25",878
"Persons, Place of Usual Residence","Australian","Lyons","26",887
"Persons, Place of Usual Residence","Australian","Lyons","27",814
"Persons, Place of Usual Residence","Australian","Lyons","28",834
"Persons, Place of Usual Residence","Australian","Lyons","29",834
"Persons, Place of Usual Residence","Australian","Lyons","30",897
"Persons, Place of Usual Residence","Australian","No usual address (Tas.)","15",7
"Persons, Place of Usual Residence","Australian","No usual address (Tas.)","16",7
"Persons, Place of Usual Residence","Australian","No usual address (Tas.)","17",7
"Persons, Place of Usual Residence","Australian","No usual address (Tas.)","18",10
"Persons, Place of Usual Residence","Australian","No usual address (Tas.)","19",22
"Persons, Place of Usual Residence","Australian","No usual address (Tas.)","20",8
"Persons, Place of Usual Residence","Australian","No usual address (Tas.)","21",8
"Persons, Place of Usual Residence","Australian","No usual address (Tas.)","22",13
"Persons, Place of Usual Residence","Australian","No usual address (Tas.)","23",16
"Persons, Place of Usual Residence","Australian","No usual address (Tas.)","24",13
"Persons, Place of Usual Residence","Australian","No usual address (Tas.)","25",13
"Persons, Place of Usual Residence","Australian","No usual address (Tas.)","26",11
"Persons, Place of Usual Residence","Australian","No usual address (Tas.)","27",11
