"Counting","CITP Australian Citizenship","CED (UR)","AGEP Age","Count",
"Persons, Place of Usual Residence","Australian","Bennelong","17",1518
"Persons, Place of Usual Residence","Australian","Bennelong","18",1535
"Persons, Place of Usual Residence","Australian","Bennelong","19",1742
"Persons, Place of Usual Residence","Australian","Bennelong","20",1683
"Persons, Place of Usual Residence","Australian","Bennelong","21",1689
"Persons, Place of Usual Residence","Australian","Bennelong","22",1652
"Persons, Place of Usual Residence","Australian","Bennelong","23",1619
"Persons, Place of Usual Residence","Australian","Bennelong","24",1495
"Persons, Place of Usual Residence","Australian","Bennelong","25",1451
"Persons, Place of Usual Residence","Australian","Bennelong","26",1460
"Persons, Place of Usual Residence","Australian","Bennelong","27",1442
"Persons, Place of Usual Residence","Australian","Bennelong","28",1474
"Persons, Place of Usual Residence","Australian","Bennelong","29",1399
"Persons, Place of Usual Residence","Australian","Bennelong","30",1484
"Persons, Place of Usual Residence","Australian","Berowra","15",1893
"Persons, Place of Usual Residence","Australian","Berowra","16",2008
"Persons, Place of Usual Residence","Australian","Berowra","17",1992
"Persons, Place of Usual Residence","Australian","Berowra","18",1962
"Persons, Place of Usual Residence","Australian","Berowra","19",1785
"Persons, Place of Usual Residence","Australian","Berowra","20",1838
"Persons, Place of Usual Residence","Australian","Berowra","21",1741
"Persons, Place of Usual Residence","Australian","Berowra","22",1617
"Persons, Place of Usual Residence","Australian","Berowra","23",1532
"Persons, Place of Usual Residence","Australian","Berowra","24",1373
"Persons, Place of Usual Residence","Australian","Berowra","25",1205
"Persons, Place of Usual Residence","Australian","Berowra","26",1136
"Persons, Place of Usual Residence","Australian","Berowra","27",974
"Persons, Place of Usual Residence","Australian","Berowra","28",980
"Persons, Place of Usual Residence","Australian","Berowra","29",874
"Persons, Place of Usual Residence","Australian","Berowra","30",931
"Persons, Place of Usual Residence","Australian","Blaxland","15",1871
"Persons, Place of Usual Residence","Australian","Blaxland","16",1892
"Persons, Place of Usual Residence","Australian","Blaxland","17",1823
"Persons, Place of Usual Residence","Australian","Blaxland","18",1843
"Persons, Place of Usual Residence","Australian","Blaxland","19",1899
"Persons, Place of Usual Residence","Australian","Blaxland","20",1892
"Persons, Place of Usual Residence","Australian","Blaxland","21",1858
"Persons, Place of Usual Residence","Australian","Blaxland","22",1824
"Persons, Place of Usual Residence","Australian","Blaxland","23",1803
"Persons, Place of Usual Residence","Australian","Blaxland","24",1714
"Persons, Place of Usual Residence","Australian","Blaxland","25",1725
"Persons, Place of Usual Residence","Australian","Blaxland","26",1699
"Persons, Place of Usual Residence","Australian","Blaxland","27",1748
"Persons, Place of Usual Residence","Australian","Blaxland","28",1667
"Persons, Place of Usual Residence","Australian","Blaxland","29",1681
"Persons, Place of Usual Residence","Australian","Blaxland","30",1674
"Persons, Place of Usual Residence","Australian","Bradfield","15",2050
"Persons, Place of Usual Residence","Australian","Bradfield","16",2048
"Persons, Place of Usual Residence","Australian","Bradfield","17",2099
"Persons, Place of Usual Residence","Australian","Bradfield","18",1794
"Persons, Place of Usual Residence","Australian","Bradfield","19",1694
"Persons, Place of Usual Residence","Australian","Bradfield","20",1648
"Persons, Place of Usual Residence","Australian","Bradfield","21",1601
"Persons, Place of Usual Residence","Australian","Bradfield","22",1434
"Persons, Place of Usual Residence","Australian","Bradfield","23",1323
"Persons, Place of Usual Residence","Australian","Bradfield","24",1312
"Persons, Place of Usual Residence","Australian","Bradfield","25",1141
"Persons, Place of Usual Residence","Australian","Bradfield","26",1024
"Persons, Place of Usual Residence","Australian","Bradfield","27",929
"Persons, Place of Usual Residence","Australian","Bradfield","28",911
"Persons, Place of Usual Residence","Australian","Bradfield","29",856
"Persons, Place of Usual Residence","Australian","Bradfield","30",931
"Persons, Place of Usual Residence","Australian","Calare","15",1936
"Persons, Place of Usual Residence","Australian","Calare","16",1973
"Persons, Place of Usual Residence","Australian","Calare","17",1914
"Persons, Place of Usual Residence","Australian","Calare","18",1807
"Persons, Place of Usual Residence","Australian","Calare","19",1700
"Persons, Place of Usual Residence","Australian","Calare","20",1628
"Persons, Place of Usual Residence","Australian","Calare","21",1639
"Persons, Place of Usual Residence","Australian","Calare","22",1614
"Persons, Place of Usual Residence","Australian","Calare","23",1473
"Persons, Place of Usual Residence","Australian","Calare","24",1562
"Persons, Place of Usual Residence","Australian","Calare","25",1574
"Persons, Place of Usual Residence","Australian","Calare","26",1594
"Persons, Place of Usual Residence","Australian","Calare","27",1580
"Persons, Place of Usual Residence","Australian","Calare","28",1553
"Persons, Place of Usual Residence","Australian","Calare","29",1538
"Persons, Place of Usual Residence","Australian","Calare","30",1554
"Persons, Place of Usual Residence","Australian","Chifley","15",2061
"Persons, Place of Usual Residence","Australian","Chifley","16",2196
"Persons, Place of Usual Residence","Australian","Chifley","17",2106
"Persons, Place of Usual Residence","Australian","Chifley","18",2053
"Persons, Place of Usual Residence","Australian","Chifley","19",2084
"Persons, Place of Usual Residence","Australian","Chifley","20",2082
"Persons, Place of Usual Residence","Australian","Chifley","21",2057
"Persons, Place of Usual Residence","Australian","Chifley","22",1935
"Persons, Place of Usual Residence","Australian","Chifley","23",1957
"Persons, Place of Usual Residence","Australian","Chifley","24",1885
"Persons, Place of Usual Residence","Australian","Chifley","25",1864
"Persons, Place of Usual Residence","Australian","Chifley","26",1808
"Persons, Place of Usual Residence","Australian","Chifley","27",1744
"Persons, Place of Usual Residence","Australian","Chifley","28",1730
"Persons, Place of Usual Residence","Australian","Chifley","29",1720
"Persons, Place of Usual Residence","Australian","Chifley","30",1886
"Persons, Place of Usual Residence","Australian","Cook","15",1452
"Persons, Place of Usual Residence","Australian","Cook","16",1493
"Persons, Place of Usual Residence","Australian","Cook","17",1495
"Persons, Place of Usual Residence","Australian","Cook","18",1406
"Persons, Place of Usual Residence","Australian","Cook","19",1422
"Persons, Place of Usual Residence","Australian","Cook","20",1358
"Persons, Place of Usual Residence","Australian","Cook","21",1374
"Persons, Place of Usual Residence","Australian","Cook","22",1367
"Persons, Place of Usual Residence","Australian","Cook","23",1308
"Persons, Place of Usual Residence","Australian","Cook","24",1405
"Persons, Place of Usual Residence","Australian","Cook","25",1395
"Persons, Place of Usual Residence","Australian","Cook","26",1368
"Persons, Place of Usual Residence","Australian","Cook","27",1401
"Persons, Place of Usual Residence","Australian","Cook","28",1404
"Persons, Place of Usual Residence","Australian","Cook","29",1328
"Persons, Place of Usual Residence","Australian","Cook","30",1397
"Persons, Place of Usual Residence","Australian","Cowper","15",1710
"Persons, Place of Usual Residence","Australian","Cowper","16",1851
"Persons, Place of Usual Residence","Australian","Cowper","17",1834
"Persons, Place of Usual Residence","Australian","Cowper","18",1527
"Persons, Place of Usual Residence","Australian","Cowper","19",1398
"Persons, Place of Usual Residence","Australian","Cowper","20",1259
"Persons, Place of Usual Residence","Australian","Cowper","21",1314
"Persons, Place of Usual Residence","Australian","Cowper","22",1228
"Persons, Place of Usual Residence","Australian","Cowper","23",1269
"Persons, Place of Usual Residence","Australian","Cowper","24",1271
"Persons, Place of Usual Residence","Australian","Cowper","25",1225
"Persons, Place of Usual Residence","Australian","Cowper","26",1339
"Persons, Place of Usual Residence","Australian","Cowper","27",1237
"Persons, Place of Usual Residence","Australian","Cowper","28",1244
"Persons, Place of Usual Residence","Australian","Cowper","29",1167
"Persons, Place of Usual Residence","Australian","Cowper","30",1238
"Persons, Place of Usual Residence","Australian","Cunningham","15",1616
"Persons, Place of Usual Residence","Australian","Cunningham","16",1612
"Persons, Place of Usual Residence","Australian","Cunningham","17",1663
"Persons, Place of Usual Residence","Australian","Cunningham","18",1860
"Persons, Place of Usual Residence","Australian","Cunningham","19",2054
"Persons, Place of Usual Residence","Australian","Cunningham","20",2052
"Persons, Place of Usual Residence","Australian","Cunningham","21",2134
"Persons, Place of Usual Residence","Australian","Cunningham","22",2000
"Persons, Place of Usual Residence","Australian","Cunningham","23",1849
"Persons, Place of Usual Residence","Australian","Cunningham","24",1841
"Persons, Place of Usual Residence","Australian","Cunningham","25",1720
"Persons, Place of Usual Residence","Australian","Cunningham","26",1730
"Persons, Place of Usual Residence","Australian","Cunningham","27",1568
"Persons, Place of Usual Residence","Australian","Cunningham","28",1435
"Persons, Place of Usual Residence","Australian","Cunningham","29",1499
"Persons, Place of Usual Residence","Australian","Cunningham","30",1500
"Persons, Place of Usual Residence","Australian","Dobell","15",1860
"Persons, Place of Usual Residence","Australian","Dobell","16",1820
"Persons, Place of Usual Residence","Australian","Dobell","17",1868
"Persons, Place of Usual Residence","Australian","Dobell","18",1792
"Persons, Place of Usual Residence","Australian","Dobell","19",1701
"Persons, Place of Usual Residence","Australian","Dobell","20",1684
"Persons, Place of Usual Residence","Australian","Dobell","21",1702
"Persons, Place of Usual Residence","Australian","Dobell","22",1633
"Persons, Place of Usual Residence","Australian","Dobell","23",1563
"Persons, Place of Usual Residence","Australian","Dobell","24",1589
"Persons, Place of Usual Residence","Australian","Dobell","25",1535
"Persons, Place of Usual Residence","Australian","Dobell","26",1460
"Persons, Place of Usual Residence","Australian","Dobell","27",1455
"Persons, Place of Usual Residence","Australian","Dobell","28",1469
"Persons, Place of Usual Residence","Australian","Dobell","29",1442
"Persons, Place of Usual Residence","Australian","Dobell","30",1549
"Persons, Place of Usual Residence","Australian","Eden-Monaro","15",1645
"Persons, Place of Usual Residence","Australian","Eden-Monaro","16",1647
"Persons, Place of Usual Residence","Australian","Eden-Monaro","17",1732
"Persons, Place of Usual Residence","Australian","Eden-Monaro","18",1477
"Persons, Place of Usual Residence","Australian","Eden-Monaro","19",1373
"Persons, Place of Usual Residence","Australian","Eden-Monaro","20",1274
"Persons, Place of Usual Residence","Australian","Eden-Monaro","21",1189
"Persons, Place of Usual Residence","Australian","Eden-Monaro","22",1215
"Persons, Place of Usual Residence","Australian","Eden-Monaro","23",1275
"Persons, Place of Usual Residence","Australian","Eden-Monaro","24",1236
"Persons, Place of Usual Residence","Australian","Eden-Monaro","25",1221
"Persons, Place of Usual Residence","Australian","Eden-Monaro","26",1221
"Persons, Place of Usual Residence","Australian","Eden-Monaro","27",1230
"Persons, Place of Usual Residence","Australian","Eden-Monaro","28",1246
"Persons, Place of Usual Residence","Australian","Eden-Monaro","29",1239
"Persons, Place of Usual Residence","Australian","Eden-Monaro","30",1369
"Persons, Place of Usual Residence","Australian","Farrer","15",1882
"Persons, Place of Usual Residence","Australian","Farrer","16",1902
"Persons, Place of Usual Residence","Australian","Farrer","17",1947
"Persons, Place of Usual Residence","Australian","Farrer","18",1789
"Persons, Place of Usual Residence","Australian","Farrer","19",1642
"Persons, Place of Usual Residence","Australian","Farrer","20",1558
"Persons, Place of Usual Residence","Australian","Farrer","21",1576
"Persons, Place of Usual Residence","Australian","Farrer","22",1562
"Persons, Place of Usual Residence","Australian","Farrer","23",1517
"Persons, Place of Usual Residence","Australian","Farrer","24",1481
"Persons, Place of Usual Residence","Australian","Farrer","25",1559
"Persons, Place of Usual Residence","Australian","Farrer","26",1466
"Persons, Place of Usual Residence","Australian","Farrer","27",1497
"Persons, Place of Usual Residence","Australian","Farrer","28",1412
"Persons, Place of Usual Residence","Australian","Farrer","29",1413
"Persons, Place of Usual Residence","Australian","Farrer","30",1446
"Persons, Place of Usual Residence","Australian","Fowler","15",1883
"Persons, Place of Usual Residence","Australian","Fowler","16",1841
"Persons, Place of Usual Residence","Australian","Fowler","17",1716
"Persons, Place of Usual Residence","Australian","Fowler","18",1723
"Persons, Place of Usual Residence","Australian","Fowler","19",1923
"Persons, Place of Usual Residence","Australian","Fowler","20",1899
"Persons, Place of Usual Residence","Australian","Fowler","21",1983
"Persons, Place of Usual Residence","Australian","Fowler","22",1900
"Persons, Place of Usual Residence","Australian","Fowler","23",1873
"Persons, Place of Usual Residence","Australian","Fowler","24",1760
"Persons, Place of Usual Residence","Australian","Fowler","25",1731
"Persons, Place of Usual Residence","Australian","Fowler","26",1705
"Persons, Place of Usual Residence","Australian","Fowler","27",1634
"Persons, Place of Usual Residence","Australian","Fowler","28",1570
"Persons, Place of Usual Residence","Australian","Fowler","29",1463
"Persons, Place of Usual Residence","Australian","Fowler","30",1525
"Persons, Place of Usual Residence","Australian","Gilmore","15",1520
"Persons, Place of Usual Residence","Australian","Gilmore","16",1570
"Persons, Place of Usual Residence","Australian","Gilmore","17",1621
"Persons, Place of Usual Residence","Australian","Gilmore","18",1437
"Persons, Place of Usual Residence","Australian","Gilmore","19",1272
"Persons, Place of Usual Residence","Australian","Gilmore","20",1230
"Persons, Place of Usual Residence","Australian","Gilmore","21",1251
"Persons, Place of Usual Residence","Australian","Gilmore","22",1174
"Persons, Place of Usual Residence","Australian","Gilmore","23",1163
"Persons, Place of Usual Residence","Australian","Gilmore","24",1157
"Persons, Place of Usual Residence","Australian","Gilmore","25",1170
"Persons, Place of Usual Residence","Australian","Gilmore","26",1119
"Persons, Place of Usual Residence","Australian","Gilmore","27",1110
"Persons, Place of Usual Residence","Australian","Gilmore","28",1054
"Persons, Place of Usual Residence","Australian","Gilmore","29",1125
"Persons, Place of Usual Residence","Australian","Gilmore","30",1143
"Persons, Place of Usual Residence","Australian","Grayndler","15",927
"Persons, Place of Usual Residence","Australian","Grayndler","16",960
"Persons, Place of Usual Residence","Australian","Grayndler","17",898
"Persons, Place of Usual Residence","Australian","Grayndler","18",785
"Persons, Place of Usual Residence","Australian","Grayndler","19",926
"Persons, Place of Usual Residence","Australian","Grayndler","20",1018
"Persons, Place of Usual Residence","Australian","Grayndler","21",1236
"Persons, Place of Usual Residence","Australian","Grayndler","22",1425
"Persons, Place of Usual Residence","Australian","Grayndler","23",1606
"Persons, Place of Usual Residence","Australian","Grayndler","24",1871
"Persons, Place of Usual Residence","Australian","Grayndler","25",1861
"Persons, Place of Usual Residence","Australian","Grayndler","26",1965
"Persons, Place of Usual Residence","Australian","Grayndler","27",2013
"Persons, Place of Usual Residence","Australian","Grayndler","28",1912
"Persons, Place of Usual Residence","Australian","Grayndler","29",1961
"Persons, Place of Usual Residence","Australian","Grayndler","30",2059
"Persons, Place of Usual Residence","Australian","Greenway","15",1997
"Persons, Place of Usual Residence","Australian","Greenway","16",1933
"Persons, Place of Usual Residence","Australian","Greenway","17",1861
"Persons, Place of Usual Residence","Australian","Greenway","18",1784
"Persons, Place of Usual Residence","Australian","Greenway","19",1829
"Persons, Place of Usual Residence","Australian","Greenway","20",1712
"Persons, Place of Usual Residence","Australian","Greenway","21",1584
"Persons, Place of Usual Residence","Australian","Greenway","22",1567
"Persons, Place of Usual Residence","Australian","Greenway","23",1556
"Persons, Place of Usual Residence","Australian","Greenway","24",1475
"Persons, Place of Usual Residence","Australian","Greenway","25",1540
"Persons, Place of Usual Residence","Australian","Greenway","26",1547
"Persons, Place of Usual Residence","Australian","Greenway","27",1561
"Persons, Place of Usual Residence","Australian","Greenway","28",1542
"Persons, Place of Usual Residence","Australian","Greenway","29",1707
"Persons, Place of Usual Residence","Australian","Greenway","30",1700
"Persons, Place of Usual Residence","Australian","Hughes","15",1744
"Persons, Place of Usual Residence","Australian","Hughes","16",1765
"Persons, Place of Usual Residence","Australian","Hughes","17",1800
"Persons, Place of Usual Residence","Australian","Hughes","18",1768
"Persons, Place of Usual Residence","Australian","Hughes","19",1643
"Persons, Place of Usual Residence","Australian","Hughes","20",1671
"Persons, Place of Usual Residence","Australian","Hughes","21",1676
"Persons, Place of Usual Residence","Australian","Hughes","22",1619
"Persons, Place of Usual Residence","Australian","Hughes","23",1522
"Persons, Place of Usual Residence","Australian","Hughes","24",1585
"Persons, Place of Usual Residence","Australian","Hughes","25",1513
"Persons, Place of Usual Residence","Australian","Hughes","26",1471
"Persons, Place of Usual Residence","Australian","Hughes","27",1378
"Persons, Place of Usual Residence","Australian","Hughes","28",1451
"Persons, Place of Usual Residence","Australian","Hughes","29",1399
"Persons, Place of Usual Residence","Australian","Hughes","30",1437
"Persons, Place of Usual Residence","Australian","Hume","15",1959
"Persons, Place of Usual Residence","Australian","Hume","16",1922
"Persons, Place of Usual Residence","Australian","Hume","17",1829
"Persons, Place of Usual Residence","Australian","Hume","18",1831
"Persons, Place of Usual Residence","Australian","Hume","19",1685
"Persons, Place of Usual Residence","Australian","Hume","20",1593
"Persons, Place of Usual Residence","Australian","Hume","21",1633
"Persons, Place of Usual Residence","Australian","Hume","22",1566
"Persons, Place of Usual Residence","Australian","Hume","23",1543
"Persons, Place of Usual Residence","Australian","Hume","24",1512
"Persons, Place of Usual Residence","Australian","Hume","25",1541
"Persons, Place of Usual Residence","Australian","Hume","26",1600
"Persons, Place of Usual Residence","Australian","Hume","27",1551
"Persons, Place of Usual Residence","Australian","Hume","28",1579
"Persons, Place of Usual Residence","Australian","Hume","29",1487
"Persons, Place of Usual Residence","Australian","Hume","30",1673
"Persons, Place of Usual Residence","Australian","Hunter","15",1845
"Persons, Place of Usual Residence","Australian","Hunter","16",1877
"Persons, Place of Usual Residence","Australian","Hunter","17",1855
"Persons, Place of Usual Residence","Australian","Hunter","18",1856
"Persons, Place of Usual Residence","Australian","Hunter","19",1739
"Persons, Place of Usual Residence","Australian","Hunter","20",1639
"Persons, Place of Usual Residence","Australian","Hunter","21",1701
"Persons, Place of Usual Residence","Australian","Hunter","22",1714
"Persons, Place of Usual Residence","Australian","Hunter","23",1605
"Persons, Place of Usual Residence","Australian","Hunter","24",1665
"Persons, Place of Usual Residence","Australian","Hunter","25",1632
"Persons, Place of Usual Residence","Australian","Hunter","26",1617
"Persons, Place of Usual Residence","Australian","Hunter","27",1555
"Persons, Place of Usual Residence","Australian","Hunter","28",1667
"Persons, Place of Usual Residence","Australian","Hunter","29",1678
"Persons, Place of Usual Residence","Australian","Hunter","30",1660
"Persons, Place of Usual Residence","Australian","Kingsford Smith","15",1283
"Persons, Place of Usual Residence","Australian","Kingsford Smith","16",1279
"Persons, Place of Usual Residence","Australian","Kingsford Smith","17",1257
"Persons, Place of Usual Residence","Australian","Kingsford Smith","18",1493
"Persons, Place of Usual Residence","Australian","Kingsford Smith","19",1622
"Persons, Place of Usual Residence","Australian","Kingsford Smith","20",1740
"Persons, Place of Usual Residence","Australian","Kingsford Smith","21",1717
"Persons, Place of Usual Residence","Australian","Kingsford Smith","22",1648
"Persons, Place of Usual Residence","Australian","Kingsford Smith","23",1707
"Persons, Place of Usual Residence","Australian","Kingsford Smith","24",1746
"Persons, Place of Usual Residence","Australian","Kingsford Smith","25",1691
"Persons, Place of Usual Residence","Australian","Kingsford Smith","26",1753
"Persons, Place of Usual Residence","Australian","Kingsford Smith","27",1623
"Persons, Place of Usual Residence","Australian","Kingsford Smith","28",1690
"Persons, Place of Usual Residence","Australian","Kingsford Smith","29",1535
"Persons, Place of Usual Residence","Australian","Kingsford Smith","30",1705
"Persons, Place of Usual Residence","Australian","Lindsay","15",1942
"Persons, Place of Usual Residence","Australian","Lindsay","16",1943
"Persons, Place of Usual Residence","Australian","Lindsay","17",1886
"Persons, Place of Usual Residence","Australian","Lindsay","18",1982
"Persons, Place of Usual Residence","Australian","Lindsay","19",1949
"Persons, Place of Usual Residence","Australian","Lindsay","20",1913
"Persons, Place of Usual Residence","Australian","Lindsay","21",2100
"Persons, Place of Usual Residence","Australian","Lindsay","22",2074
"Persons, Place of Usual Residence","Australian","Lindsay","23",2046
"Persons, Place of Usual Residence","Australian","Lindsay","24",2088
"Persons, Place of Usual Residence","Australian","Lindsay","25",2162
"Persons, Place of Usual Residence","Australian","Lindsay","26",2084
"Persons, Place of Usual Residence","Australian","Lindsay","27",2032
"Persons, Place of Usual Residence","Australian","Lindsay","28",2091
"Persons, Place of Usual Residence","Australian","Lindsay","29",2107
"Persons, Place of Usual Residence","Australian","Lindsay","30",2165
"Persons, Place of Usual Residence","Australian","Lyne","15",1646
"Persons, Place of Usual Residence","Australian","Lyne","16",1720
"Persons, Place of Usual Residence","Australian","Lyne","17",1661
"Persons, Place of Usual Residence","Australian","Lyne","18",1442
"Persons, Place of Usual Residence","Australian","Lyne","19",1201
"Persons, Place of Usual Residence","Australian","Lyne","20",1072
"Persons, Place of Usual Residence","Australian","Lyne","21",1071
"Persons, Place of Usual Residence","Australian","Lyne","22",1053
"Persons, Place of Usual Residence","Australian","Lyne","23",1049
"Persons, Place of Usual Residence","Australian","Lyne","24",990
"Persons, Place of Usual Residence","Australian","Lyne","25",1016
"Persons, Place of Usual Residence","Australian","Lyne","26",994
"Persons, Place of Usual Residence","Australian","Lyne","27",930
"Persons, Place of Usual Residence","Australian","Lyne","28",978
"Persons, Place of Usual Residence","Australian","Lyne","29",979
"Persons, Place of Usual Residence","Australian","Lyne","30",966
"Persons, Place of Usual Residence","Australian","Macarthur","15",1956
"Persons, Place of Usual Residence","Australian","Macarthur","16",1979
"Persons, Place of Usual Residence","Australian","Macarthur","17",1919
"Persons, Place of Usual Residence","Australian","Macarthur","18",1954
"Persons, Place of Usual Residence","Australian","Macarthur","19",1950
"Persons, Place of Usual Residence","Australian","Macarthur","20",1975
"Persons, Place of Usual Residence","Australian","Macarthur","21",2032
"Persons, Place of Usual Residence","Australian","Macarthur","22",2023
"Persons, Place of Usual Residence","Australian","Macarthur","23",1959
"Persons, Place of Usual Residence","Australian","Macarthur","24",1904
"Persons, Place of Usual Residence","Australian","Macarthur","25",1973
"Persons, Place of Usual Residence","Australian","Macarthur","26",1997
"Persons, Place of Usual Residence","Australian","Macarthur","27",1978
"Persons, Place of Usual Residence","Australian","Macarthur","28",1900
"Persons, Place of Usual Residence","Australian","Macarthur","29",1925
"Persons, Place of Usual Residence","Australian","Macarthur","30",2071
"Persons, Place of Usual Residence","Australian","Mackellar","15",1656
"Persons, Place of Usual Residence","Australian","Mackellar","16",1724
"Persons, Place of Usual Residence","Australian","Mackellar","17",1643
"Persons, Place of Usual Residence","Australian","Mackellar","18",1503
"Persons, Place of Usual Residence","Australian","Mackellar","19",1411
"Persons, Place of Usual Residence","Australian","Mackellar","20",1458
"Persons, Place of Usual Residence","Australian","Mackellar","21",1362
"Persons, Place of Usual Residence","Australian","Mackellar","22",1287
"Persons, Place of Usual Residence","Australian","Mackellar","23",1217
"Persons, Place of Usual Residence","Australian","Mackellar","24",1157
"Persons, Place of Usual Residence","Australian","Mackellar","25",1110
"Persons, Place of Usual Residence","Australian","Mackellar","26",1068
"Persons, Place of Usual Residence","Australian","Mackellar","27",983
"Persons, Place of Usual Residence","Australian","Mackellar","28",958
"Persons, Place of Usual Residence","Australian","Mackellar","29",1046
"Persons, Place of Usual Residence","Australian","Mackellar","30",1080
"Persons, Place of Usual Residence","Australian","Macquarie","15",1819
"Persons, Place of Usual Residence","Australian","Macquarie","16",1747
"Persons, Place of Usual Residence","Australian","Macquarie","17",1808
"Persons, Place of Usual Residence","Australian","Macquarie","18",1609
"Persons, Place of Usual Residence","Australian","Macquarie","19",1691
"Persons, Place of Usual Residence","Australian","Macquarie","20",1516
"Persons, Place of Usual Residence","Australian","Macquarie","21",1560
"Persons, Place of Usual Residence","Australian","Macquarie","22",1406
"Persons, Place of Usual Residence","Australian","Macquarie","23",1418
"Persons, Place of Usual Residence","Australian","Macquarie","24",1373
"Persons, Place of Usual Residence","Australian","Macquarie","25",1401
"Persons, Place of Usual Residence","Australian","Macquarie","26",1306
"Persons, Place of Usual Residence","Australian","Macquarie","27",1248
"Persons, Place of Usual Residence","Australian","Macquarie","28",1282
"Persons, Place of Usual Residence","Australian","Macquarie","29",1330
"Persons, Place of Usual Residence","Australian","Macquarie","30",1337
"Persons, Place of Usual Residence","Australian","McMahon","15",1686
"Persons, Place of Usual Residence","Australian","McMahon","16",1823
"Persons, Place of Usual Residence","Australian","McMahon","17",1813
"Persons, Place of Usual Residence","Australian","McMahon","18",1864
"Persons, Place of Usual Residence","Australian","McMahon","19",1865
"Persons, Place of Usual Residence","Australian","McMahon","20",1939
"Persons, Place of Usual Residence","Australian","McMahon","21",1838
"Persons, Place of Usual Residence","Australian","McMahon","22",1917
"Persons, Place of Usual Residence","Australian","McMahon","23",1833
"Persons, Place of Usual Residence","Australian","McMahon","24",1936
"Persons, Place of Usual Residence","Australian","McMahon","25",1800
"Persons, Place of Usual Residence","Australian","McMahon","26",1789
"Persons, Place of Usual Residence","Australian","McMahon","27",1799
"Persons, Place of Usual Residence","Australian","McMahon","28",1675
"Persons, Place of Usual Residence","Australian","McMahon","29",1655
"Persons, Place of Usual Residence","Australian","McMahon","30",1764
"Persons, Place of Usual Residence","Australian","Mitchell","15",1957
"Persons, Place of Usual Residence","Australian","Mitchell","16",1884
"Persons, Place of Usual Residence","Australian","Mitchell","17",1908
"Persons, Place of Usual Residence","Australian","Mitchell","18",1782
"Persons, Place of Usual Residence","Australian","Mitchell","19",1796
"Persons, Place of Usual Residence","Australian","Mitchell","20",1785
"Persons, Place of Usual Residence","Australian","Mitchell","21",1669
"Persons, Place of Usual Residence","Australian","Mitchell","22",1534
"Persons, Place of Usual Residence","Australian","Mitchell","23",1466
"Persons, Place of Usual Residence","Australian","Mitchell","24",1381
"Persons, Place of Usual Residence","Australian","Mitchell","25",1289
"Persons, Place of Usual Residence","Australian","Mitchell","26",1228
"Persons, Place of Usual Residence","Australian","Mitchell","27",1209
"Persons, Place of Usual Residence","Australian","Mitchell","28",1115
"Persons, Place of Usual Residence","Australian","Mitchell","29",1109
"Persons, Place of Usual Residence","Australian","Mitchell","30",1183
"Persons, Place of Usual Residence","Australian","New England","15",1869
"Persons, Place of Usual Residence","Australian","New England","16",1874
"Persons, Place of Usual Residence","Australian","New England","17",1823
"Persons, Place of Usual Residence","Australian","New England","18",1803
"Persons, Place of Usual Residence","Australian","New England","19",1675
"Persons, Place of Usual Residence","Australian","New England","20",1611
"Persons, Place of Usual Residence","Australian","New England","21",1585
"Persons, Place of Usual Residence","Australian","New England","22",1473
"Persons, Place of Usual Residence","Australian","New England","23",1518
"Persons, Place of Usual Residence","Australian","New England","24",1409
"Persons, Place of Usual Residence","Australian","New England","25",1420
"Persons, Place of Usual Residence","Australian","New England","26",1376
"Persons, Place of Usual Residence","Australian","New England","27",1362
"Persons, Place of Usual Residence","Australian","New England","28",1329
"Persons, Place of Usual Residence","Australian","New England","29",1381
"Persons, Place of Usual Residence","Australian","New England","30",1423
"Persons, Place of Usual Residence","Australian","Newcastle","15",1457
"Persons, Place of Usual Residence","Australian","Newcastle","16",1462
"Persons, Place of Usual Residence","Australian","Newcastle","17",1504
"Persons, Place of Usual Residence","Australian","Newcastle","18",1642
"Persons, Place of Usual Residence","Australian","Newcastle","19",1945
"Persons, Place of Usual Residence","Australian","Newcastle","20",2255
"Persons, Place of Usual Residence","Australian","Newcastle","21",2253
"Persons, Place of Usual Residence","Australian","Newcastle","22",2390
"Persons, Place of Usual Residence","Australian","Newcastle","23",2213
"Persons, Place of Usual Residence","Australian","Newcastle","24",2210
"Persons, Place of Usual Residence","Australian","Newcastle","25",2087
"Persons, Place of Usual Residence","Australian","Newcastle","26",2125
"Persons, Place of Usual Residence","Australian","Newcastle","27",2000
"Persons, Place of Usual Residence","Australian","Newcastle","28",1882
"Persons, Place of Usual Residence","Australian","Newcastle","29",1960
"Persons, Place of Usual Residence","Australian","Newcastle","30",1830
"Persons, Place of Usual Residence","Australian","North Sydney","15",1393
"Persons, Place of Usual Residence","Australian","North Sydney","16",1401
"Persons, Place of Usual Residence","Australian","North Sydney","17",1438
"Persons, Place of Usual Residence","Australian","North Sydney","18",1165
"Persons, Place of Usual Residence","Australian","North Sydney","19",1076
"Persons, Place of Usual Residence","Australian","North Sydney","20",1174
"Persons, Place of Usual Residence","Australian","North Sydney","21",1225
"Persons, Place of Usual Residence","Australian","North Sydney","22",1238
"Persons, Place of Usual Residence","Australian","North Sydney","23",1343
"Persons, Place of Usual Residence","Australian","North Sydney","24",1417
"Persons, Place of Usual Residence","Australian","North Sydney","25",1470
